Customer_ID,Segment,Division,District
CUS-02104,B2C,Barishal,Bhola
CUS-02107,B2C,Sylhet,Moulvibazar
CUS-02108,B2C,Dhaka,Dhaka
CUS-02109,B2C,Sylhet,Moulvibazar
CUS-02110,B2C,Dhaka,Dhaka
CUS-02114,B2C,Dhaka,Dhaka
CUS-02115,B2C,Dhaka,Narayanganj
CUS-02118,B2B,Khulna,Satkhira
CUS-02120,B2B,Rangpur,Kurigram
CUS-02121,B2C,Dhaka,Gazipur
CUS-02122,B2C,Chittagong,Chittagong
CUS-02123,B2C,Chittagong,Chittagong
CUS-02124,B2C,Rajshahi,Bogura
CUS-02125,B2C,Dhaka,Gazipur
CUS-02129,B2C,Dhaka,Narayanganj
CUS-02130,B2C,Khulna,Jessore
CUS-02133,B2C,Rangpur,Dinajpur
CUS-02134,B2B,Chittagong,Cox's Bazar
CUS-02135,B2C,Dhaka,Dhaka
CUS-02136,B2C,Dhaka,Gazipur
CUS-02138,B2C,Dhaka,Narayanganj
CUS-02140,B2C,Chittagong,Chittagong
CUS-02141,B2C,Rangpur,Dinajpur
CUS-02142,B2C,Chittagong,Cox's Bazar
CUS-02143,B2C,Rajshahi,Rajshahi
CUS-02145,B2C,Chittagong,Feni
CUS-02146,B2C,Dhaka,Dhaka
CUS-02147,B2C,Chittagong,Cumilla
CUS-02149,B2C,Rajshahi,Rajshahi
CUS-02150,B2C,Rangpur,Kurigram
CUS-02153,B2C,Chittagong,Chittagong
CUS-02154,B2C,Chittagong,Cumilla
CUS-02156,B2C,Rajshahi,Rajshahi
CUS-02160,B2B,Barishal,Barishal
CUS-02161,B2C,Rajshahi,Bogura
CUS-02162,B2B,Chittagong,Cumilla
CUS-02164,B2C,Sylhet,Habiganj
CUS-02165,B2C,Chittagong,Chittagong
CUS-02166,B2B,Dhaka,Narayanganj
CUS-02167,B2C,Chittagong,Cumilla
CUS-02169,B2C,Dhaka,Dhaka
CUS-02171,B2C,Khulna,Khulna
CUS-02174,B2C,Khulna,Khulna
CUS-02176,B2C,Dhaka,Gazipur
CUS-02178,B2C,Chittagong,Chittagong
CUS-02179,B2C,Khulna,Khulna
CUS-02180,B2C,Dhaka,Dhaka
CUS-02182,B2C,Dhaka,Tangail
CUS-02184,B2C,Chittagong,Cumilla
CUS-02186,B2C,Dhaka,Tangail
CUS-02187,B2B,Dhaka,Dhaka
CUS-02188,B2B,Mymensingh,Jamalpur
CUS-02189,B2C,Dhaka,Tangail
CUS-02190,B2C,Chittagong,Chittagong
CUS-02192,B2B,Dhaka,Gazipur
CUS-02193,B2C,Sylhet,Moulvibazar
CUS-02198,B2C,Barishal,Barishal
CUS-02200,B2C,Dhaka,Narayanganj
CUS-02201,B2C,Dhaka,Narayanganj
CUS-02202,B2C,Rajshahi,Pabna
CUS-02205,B2C,Dhaka,Dhaka
CUS-02206,B2C,Dhaka,Gazipur
CUS-02208,B2B,Mymensingh,Jamalpur
CUS-02210,B2C,Khulna,Jessore
CUS-02211,B2C,Chittagong,Cox's Bazar
CUS-02212,B2C,Chittagong,Chittagong
CUS-02213,B2C,Dhaka,Narayanganj
CUS-02214,B2C,Sylhet,Moulvibazar
CUS-02215,B2C,Chittagong,Cox's Bazar
CUS-02216,B2B,Chittagong,Feni
CUS-02217,B2B,Dhaka,Narayanganj
CUS-02218,B2C,Dhaka,Gazipur
CUS-02219,B2B,Dhaka,Gazipur
CUS-02220,B2C,Rajshahi,Rajshahi
CUS-02221,B2C,Dhaka,Narayanganj
CUS-02224,B2C,Chittagong,Feni
CUS-02227,B2C,Dhaka,Gazipur
CUS-02228,B2C,Dhaka,Narayanganj
CUS-02231,B2C,Dhaka,Dhaka
CUS-02233,B2C,Dhaka,Tangail
CUS-02234,B2C,Dhaka,Dhaka
CUS-02235,B2C,Dhaka,Gazipur
CUS-02237,B2C,Dhaka,Tangail
CUS-02240,B2C,Dhaka,Narayanganj
CUS-02241,B2B,Khulna,Khulna
CUS-02244,B2C,Khulna,Khulna
CUS-02245,B2C,Dhaka,Gazipur
CUS-02248,B2C,Dhaka,Dhaka
CUS-02251,B2B,Chittagong,Feni
CUS-02252,B2C,Chittagong,Chittagong
CUS-02253,B2C,Dhaka,Gazipur
CUS-02254,B2C,Khulna,Jessore
CUS-02255,B2C,Barishal,Bhola
CUS-02256,B2C,Mymensingh,Mymensingh
CUS-02260,B2B,Dhaka,Narayanganj
CUS-02261,B2C,Chittagong,Cumilla
CUS-02263,B2C,Rangpur,Dinajpur
CUS-02265,B2C,Dhaka,Gazipur
CUS-02266,B2C,Chittagong,Feni
CUS-02267,B2C,Sylhet,Habiganj
CUS-02268,B2C,Khulna,Satkhira
CUS-02274,B2C,Chittagong,Cox's Bazar
CUS-02275,B2C,Chittagong,Chittagong
CUS-02276,B2C,Chittagong,Feni
CUS-02278,B2C,Dhaka,Tangail
CUS-02282,B2C,Dhaka,Gazipur
CUS-02283,B2C,Chittagong,Cumilla
CUS-02286,B2B,Khulna,Khulna
CUS-02287,B2C,Chittagong,Cox's Bazar
CUS-02288,B2C,Mymensingh,Netrokona
CUS-02289,B2C,Khulna,Jessore
CUS-02291,B2C,Dhaka,Gazipur
CUS-02292,B2C,Chittagong,Chittagong
CUS-02294,B2C,Chittagong,Chittagong
CUS-02296,B2C,Dhaka,Gazipur
CUS-02301,B2C,Chittagong,Cumilla
CUS-02302,B2C,Sylhet,Sylhet
CUS-02305,B2B,Chittagong,Feni
CUS-02306,B2C,Rangpur,Dinajpur
CUS-02307,B2B,Chittagong,Chittagong
CUS-02308,B2C,Dhaka,Tangail
CUS-02311,B2B,Sylhet,Moulvibazar
CUS-02312,B2C,Mymensingh,Mymensingh
CUS-02313,B2C,Dhaka,Tangail
CUS-02314,B2C,Dhaka,Tangail
CUS-02315,B2C,Khulna,Khulna
CUS-02320,B2C,Dhaka,Dhaka
CUS-02321,B2B,Dhaka,Narayanganj
CUS-02322,B2C,Chittagong,Cox's Bazar
CUS-02325,B2C,Dhaka,Dhaka
CUS-02326,B2C,Khulna,Khulna
CUS-02327,B2C,Khulna,Khulna
CUS-02329,B2C,Khulna,Satkhira
CUS-02334,B2C,Chittagong,Chittagong
CUS-02336,B2C,Rajshahi,Bogura
CUS-02338,B2C,Dhaka,Tangail
CUS-02340,B2C,Chittagong,Feni
CUS-02341,B2C,Dhaka,Dhaka
CUS-02342,B2C,Dhaka,Dhaka
CUS-02345,B2C,Dhaka,Gazipur
CUS-02346,B2B,Dhaka,Tangail
CUS-02347,B2C,Sylhet,Habiganj
CUS-02348,B2C,Dhaka,Dhaka
CUS-02349,B2C,Sylhet,Habiganj
CUS-02351,B2C,Rangpur,Kurigram
CUS-02352,B2C,Chittagong,Feni
CUS-02354,B2C,Chittagong,Feni
CUS-02355,B2C,Khulna,Khulna
CUS-02357,B2C,Dhaka,Tangail
CUS-02359,B2C,Chittagong,Cox's Bazar
CUS-02362,B2C,Khulna,Satkhira
CUS-02364,B2C,Rajshahi,Rajshahi
CUS-02365,B2C,Chittagong,Cumilla
CUS-02368,B2C,Dhaka,Narayanganj
CUS-02370,B2C,Dhaka,Tangail
CUS-02371,B2C,Dhaka,Narayanganj
CUS-02372,B2B,Chittagong,Chittagong
CUS-02374,B2C,Rajshahi,Rajshahi
CUS-02375,B2C,Dhaka,Dhaka
CUS-02377,B2C,Khulna,Jessore
CUS-02378,B2C,Rajshahi,Rajshahi
CUS-02380,B2C,Rajshahi,Rajshahi
CUS-02381,B2B,Khulna,Khulna
CUS-02382,B2C,Chittagong,Feni
CUS-02383,B2C,Dhaka,Gazipur
CUS-02384,B2C,Dhaka,Dhaka
CUS-02385,B2C,Chittagong,Chittagong
CUS-02395,B2C,Dhaka,Dhaka
CUS-02396,B2B,Mymensingh,Mymensingh
CUS-02399,B2C,Mymensingh,Mymensingh
CUS-02400,B2C,Dhaka,Tangail
CUS-02401,B2C,Khulna,Jessore
CUS-02403,B2C,Khulna,
CUS-02406,B2C,Khulna,Jessore
CUS-02409,B2C,Dhaka,Narayanganj
CUS-02410,B2C,Dhaka,Narayanganj
CUS-02411,B2C,Dhaka,Tangail
CUS-02413,B2C,Barishal,Patuakhali
CUS-02416,B2C,Chittagong,Feni
CUS-02417,B2C,Dhaka,Dhaka
CUS-02420,B2C,Chittagong,Cox's Bazar
CUS-02423,B2B,Dhaka,Dhaka
CUS-02424,B2C,Rajshahi,Pabna
CUS-02426,B2C,Khulna,Jessore
CUS-02428,B2C,Chittagong,Cumilla
CUS-02430,B2C,Rajshahi,Pabna
CUS-02431,B2C,Chittagong,Feni
CUS-02432,B2C,Khulna,Khulna
CUS-02433,B2C,Dhaka,Narayanganj
CUS-02435,B2C,Khulna,Satkhira
CUS-02436,B2C,Dhaka,Tangail
CUS-02439,B2C,Dhaka,Tangail
CUS-02441,B2C,Chittagong,Cumilla
CUS-02443,B2C,Chittagong,Cox's Bazar
CUS-02444,B2C,Dhaka,Dhaka
CUS-02446,B2C,Rajshahi,Bogura
CUS-02450,B2C,Khulna,Khulna
CUS-02451,B2C,Dhaka,Tangail
CUS-02452,B2C,Dhaka,Narayanganj
CUS-02454,B2C,Sylhet,Habiganj
CUS-02455,B2C,Rajshahi,Bogura
CUS-02458,B2C,Khulna,Khulna
CUS-02459,B2C,Chittagong,Feni
CUS-02460,B2C,Khulna,Jessore
CUS-02461,B2B,Dhaka,Tangail
CUS-02462,B2B,Khulna,Khulna
CUS-02463,B2C,Sylhet,Moulvibazar
CUS-02465,B2C,Dhaka,Dhaka
CUS-02467,B2C,Khulna,Jessore
CUS-02469,B2B,Barishal,Patuakhali
CUS-02470,B2C,Dhaka,Dhaka
CUS-02471,B2C,Rajshahi,Rajshahi
CUS-02472,B2C,Chittagong,Chittagong
CUS-02473,B2C,Barishal,Patuakhali
CUS-02474,B2C,Chittagong,Cox's Bazar
CUS-02476,B2C,Khulna,Jessore
CUS-02478,B2C,Mymensingh,Mymensingh
CUS-02479,B2C,Dhaka,Dhaka
CUS-02480,B2C,Dhaka,Gazipur
CUS-02481,B2C,Rangpur,Dinajpur
CUS-02482,B2C,Chittagong,Cumilla
CUS-02483,B2C,Khulna,Jessore
CUS-02486,B2C,Rajshahi,Bogura
CUS-02488,B2C,Dhaka,Dhaka
CUS-02490,B2C,Sylhet,Sylhet
CUS-02491,B2C,Dhaka,Gazipur
CUS-02492,B2C,Barishal,Barishal
CUS-02493,B2C,Dhaka,Gazipur
CUS-02497,B2C,Chittagong,Chittagong
CUS-02498,B2C,Rajshahi,Bogura
CUS-02499,B2C,Dhaka,Gazipur
CUS-02501,B2C,Mymensingh,Mymensingh
CUS-02502,B2C,Rajshahi,Rajshahi
CUS-02503,B2C,Khulna,Jessore
CUS-02504,B2C,Dhaka,Narayanganj
CUS-02505,B2C,Dhaka,Gazipur
CUS-02507,B2C,Chittagong,Cox's Bazar
CUS-02509,B2C,Chittagong,Cumilla
CUS-02510,B2B,Sylhet,Habiganj
CUS-02512,B2C,Dhaka,Tangail
CUS-02514,B2C,Chittagong,Cox's Bazar
CUS-02516,B2C,Rangpur,Rangpur
CUS-02518,B2C,Rangpur,Dinajpur
CUS-02520,B2C,Mymensingh,Jamalpur
CUS-02525,B2B,Barishal,Bhola
CUS-02526,B2C,Dhaka,Gazipur
CUS-02528,B2C,Chittagong,Cox's Bazar
CUS-02530,B2C,Chittagong,Feni
CUS-02531,B2C,Chittagong,Feni
CUS-02532,B2C,Dhaka,Dhaka
CUS-02533,B2C,Dhaka,Dhaka
CUS-02535,B2B,Dhaka,Gazipur
CUS-02536,B2C,Khulna,Satkhira
CUS-02537,B2C,Rangpur,Rangpur
CUS-02539,B2C,Khulna,Khulna
CUS-02540,B2B,Dhaka,Dhaka
CUS-02541,B2C,Khulna,Khulna
CUS-02542,B2C,Dhaka,Gazipur
CUS-02543,B2C,Rajshahi,Bogura
CUS-02546,B2B,Khulna,Satkhira
CUS-02553,B2B,Dhaka,Tangail
CUS-02554,B2C,Chittagong,Cumilla
CUS-02556,B2C,Rajshahi,Rajshahi
CUS-02557,B2C,Dhaka,Narayanganj
CUS-02560,B2C,Dhaka,Dhaka
CUS-02561,B2C,Khulna,Khulna
CUS-02562,B2C,Dhaka,
CUS-02565,B2C,Khulna,Jessore
CUS-02567,B2C,Dhaka,Tangail
CUS-02569,B2C,Dhaka,Dhaka
CUS-02570,B2C,Rajshahi,Bogura
CUS-02571,B2C,Chittagong,Cox's Bazar
CUS-02572,B2C,Rajshahi,Pabna
CUS-02573,B2C,Dhaka,Gazipur
CUS-02577,B2B,Dhaka,Narayanganj
CUS-02578,B2C,Sylhet,Habiganj
CUS-02582,B2C,Dhaka,Dhaka
CUS-02583,B2C,Barishal,Bhola
CUS-02586,B2B,Chittagong,Chittagong
CUS-02588,B2C,Rangpur,Kurigram
CUS-02590,B2C,Khulna,Satkhira
CUS-02591,B2C,Chittagong,Chittagong
CUS-02592,B2C,Dhaka,Narayanganj
CUS-02594,B2B,Khulna,Khulna
CUS-02596,B2C,Dhaka,Narayanganj
CUS-02599,B2C,Dhaka,Tangail
