Product_ID,Category,Sub_Category,Product_Name
PROD-04070,Books_Stationery,Story Book,Story Book Model-390
PROD-04071,Footwear,Formal Shoe,Formal Shoe Model-942
PROD-04072,Electronics,Power Bank,Power Bank Model-203
PROD-04073,Footwear,Sandal,Sandal Model-914
PROD-04074,Garments,Saree,Saree Model-365
PROD-04075,Electronics,Headphone,Headphone Model-179
PROD-04076,Grocery_FMCG,Personal Care,Personal Care Model-174
PROD-04077,Garments,Saree,Saree Model-526
PROD-04078,Garments,Jeans,Jeans Model-458
PROD-04079,Beauty_Health,Makeup,Makeup Model-995
PROD-04080,Home_Living,Furniture,Furniture Model-884
PROD-04081,Grocery_FMCG,Snacks,Snacks Model-743
PROD-04082,Electronics,Home Appliance,Home Appliance Model-478
PROD-04083,Beauty_Health,Supplements,Supplements Model-149
PROD-04084,Garments,Jeans,Jeans Model-942
PROD-04085,Beauty_Health,Supplements,Supplements Model-102
PROD-04086,Garments,Saree,Saree Model-360
PROD-04087,Electronics,Home Appliance,Home Appliance Model-407
PROD-04088,Garments,Kurti,Kurti Model-822
PROD-04089,Grocery_FMCG,Personal Care,Personal Care Model-244
PROD-04090,Grocery_FMCG,Cooking Oil,Cooking Oil Model-645
PROD-04091,Garments,T-Shirt,T-Shirt Model-854
PROD-04092,Garments,Jeans,Jeans Model-508
PROD-04093,Electronics,Headphone,Headphone Model-425
PROD-04094,Books_Stationery,Office Supplies,Office Supplies Model-533
PROD-04095,Garments,Kids Wear,Kids Wear Model-750
PROD-04096,Electronics,Smart Watch,Smart Watch Model-628
PROD-04097,Garments,Kurti,Kurti Model-378
PROD-04098,Home_Living,Bedding,Bedding Model-261
PROD-04099,Beauty_Health,Haircare,Haircare Model-573
PROD-04100,Garments,Kids Wear,Kids Wear Model-368
PROD-04101,Electronics,Smart Watch,Smart Watch Model-443
PROD-04102,Footwear,Formal Shoe,Formal Shoe Model-820
PROD-04103,Footwear,Formal Shoe,Formal Shoe Model-305
PROD-04104,Grocery_FMCG,Beverages,Beverages Model-483
PROD-04105,Home_Living,Decor,Decor Model-129
PROD-04106,Grocery_FMCG,Snacks,Snacks Model-837
PROD-04107,Home_Living,Decor,Decor Model-773
PROD-04108,Electronics,Smart Watch,Smart Watch Model-862
PROD-04109,Footwear,Slipper,Slipper Model-820
PROD-04110,Garments,Kurti,Kurti Model-627
PROD-04111,Electronics,Smartphone,Smartphone Model-444
PROD-04112,Garments,Kurti,Kurti Model-128
PROD-04113,Garments,Kids Wear,Kids Wear Model-195
PROD-04114,Electronics,Smart Watch,Smart Watch Model-519
PROD-04115,Electronics,Smart Watch,Smart Watch Model-448
PROD-04116,Grocery_FMCG,Snacks,Snacks Model-922
PROD-04117,Grocery_FMCG,Rice,Rice Model-442
PROD-04118,Home_Living,Kitchenware,Kitchenware Model-289
PROD-04119,Books_Stationery,Notebook,Notebook Model-972
PROD-04120,Books_Stationery,Office Supplies,Office Supplies Model-530
PROD-04121,Home_Living,Furniture,Furniture Model-953
PROD-04122,Electronics,Headphone,Headphone Model-565
PROD-04123,Garments,Panjabi,Panjabi Model-270
PROD-04124,Garments,Saree,Saree Model-635
PROD-04125,Footwear,Slipper,Slipper Model-709
PROD-04126,Electronics,Home Appliance,Home Appliance Model-414
PROD-04127,Home_Living,Decor,Decor Model-283
PROD-04128,Garments,Panjabi,Panjabi Model-535
PROD-04129,Grocery_FMCG,Personal Care,Personal Care Model-552
PROD-04130,Home_Living,Decor,Decor Model-422
PROD-04131,Grocery_FMCG,Beverages,Beverages Model-659
PROD-04132,Grocery_FMCG,Cooking Oil,Cooking Oil Model-699
PROD-04133,Electronics,Feature Phone,Feature Phone Model-996
PROD-04134,Electronics,Power Bank,Power Bank Model-402
PROD-04135,Garments,Jeans,Jeans Model-688
PROD-04136,Electronics,Smart Watch,Smart Watch Model-386
PROD-04137,Grocery_FMCG,Personal Care,Personal Care Model-350
PROD-04138,Grocery_FMCG,Rice,Rice Model-284
PROD-04139,Grocery_FMCG,Cooking Oil,Cooking Oil Model-451
PROD-04140,Electronics,Laptop,Laptop Model-112
PROD-04141,Footwear,Slipper,Slipper Model-656
PROD-04142,Beauty_Health,Supplements,Supplements Model-414
PROD-04143,Home_Living,Bedding,Bedding Model-877
PROD-04144,Footwear,Formal Shoe,Formal Shoe Model-777
PROD-04145,Garments,Kids Wear,Kids Wear Model-356
PROD-04146,Garments,Panjabi,Panjabi Model-229
PROD-04147,Garments,Kurti,Kurti Model-308
PROD-04148,Garments,Panjabi,Panjabi Model-657
PROD-04149,Garments,Kids Wear,Kids Wear Model-880
PROD-04150,Garments,T-Shirt,T-Shirt Model-523
PROD-04151,Grocery_FMCG,Beverages,Beverages Model-117
PROD-04152,Home_Living,Bedding,Bedding Model-188
PROD-04153,Electronics,Laptop,Laptop Model-317
PROD-04154,Garments,Kurti,Kurti Model-761
PROD-04155,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-347
PROD-04156,Grocery_FMCG,Personal Care,Personal Care Model-844
PROD-04157,Garments,Kids Wear,Kids Wear Model-929
PROD-04158,Garments,T-Shirt,T-Shirt Model-752
PROD-04159,Home_Living,Bedding,Bedding Model-489
PROD-04160,Electronics,Laptop,Laptop Model-299
PROD-04161,Garments,Panjabi,Panjabi Model-538
PROD-04162,Home_Living,Furniture,Furniture Model-227
PROD-04163,Footwear,Sandal,Sandal Model-262
PROD-04164,Electronics,Home Appliance,Home Appliance Model-639
PROD-04165,Electronics,Laptop,Laptop Model-980
PROD-04166,Garments,Jeans,Jeans Model-546
PROD-04167,Garments,Panjabi,Panjabi Model-784
PROD-04168,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-641
PROD-04169,Home_Living,Bedding,Bedding Model-162
PROD-04170,Grocery_FMCG,Cooking Oil,Cooking Oil Model-602
PROD-04171,Home_Living,Kitchenware,Kitchenware Model-459
PROD-04172,Garments,Kurti,Kurti Model-125
PROD-04173,Beauty_Health,Supplements,Supplements Model-216
PROD-04174,Electronics,Feature Phone,Feature Phone Model-750
PROD-04175,Beauty_Health,Makeup,Makeup Model-982
PROD-04176,Garments,Kurti,Kurti Model-799
PROD-04177,Beauty_Health,Supplements,Supplements Model-724
PROD-04178,Beauty_Health,Makeup,Makeup Model-498
PROD-04179,Home_Living,Furniture,Furniture Model-516
PROD-04180,Home_Living,Kitchenware,Kitchenware Model-597
PROD-04181,Electronics,Power Bank,Power Bank Model-104
PROD-04182,Grocery_FMCG,Beverages,Beverages Model-853
PROD-04183,Garments,Jeans,Jeans Model-976
PROD-04184,Books_Stationery,Art Supplies,Art Supplies Model-666
PROD-04185,Footwear,Formal Shoe,Formal Shoe Model-228
PROD-04186,Home_Living,Furniture,Furniture Model-943
PROD-04187,Garments,Kids Wear,Kids Wear Model-108
PROD-04188,Garments,Saree,Saree Model-244
PROD-04189,Electronics,Laptop,Laptop Model-903
PROD-04190,Electronics,Home Appliance,Home Appliance Model-516
PROD-04191,Electronics,Headphone,Headphone Model-768
PROD-04192,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-633
PROD-04193,Footwear,Formal Shoe,Formal Shoe Model-646
PROD-04194,Garments,Panjabi,Panjabi Model-108
PROD-04195,Books_Stationery,Story Book,Story Book Model-875
PROD-04196,Grocery_FMCG,Snacks,Snacks Model-820
PROD-04197,Electronics,Smart Watch,Smart Watch Model-213
PROD-04198,Grocery_FMCG,Rice,Rice Model-245
PROD-04199,Garments,T-Shirt,T-Shirt Model-717
PROD-04200,Grocery_FMCG,Beverages,Beverages Model-656
PROD-04201,Garments,Saree,Saree Model-863
PROD-04202,Grocery_FMCG,Rice,Rice Model-954
PROD-04203,Garments,Kids Wear,Kids Wear Model-703
PROD-04204,Grocery_FMCG,Snacks,Snacks Model-542
PROD-04205,Grocery_FMCG,Beverages,Beverages Model-937
PROD-04206,Beauty_Health,Haircare,Haircare Model-930
PROD-04207,Garments,Kids Wear,Kids Wear Model-805
PROD-04208,Grocery_FMCG,Personal Care,Personal Care Model-262
PROD-04209,Home_Living,Furniture,Furniture Model-261
PROD-04210,Garments,Saree,Saree Model-133
PROD-04211,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-869
PROD-04212,Grocery_FMCG,Rice,Rice Model-104
PROD-04213,Electronics,Power Bank,Power Bank Model-646
PROD-04214,Beauty_Health,Makeup,Makeup Model-369
PROD-04215,Garments,Panjabi,Panjabi Model-314
PROD-04216,Footwear,Slipper,Slipper Model-156
PROD-04217,Beauty_Health,Supplements,Supplements Model-734
PROD-04218,Electronics,Headphone,Headphone Model-292
PROD-04219,Garments,Saree,Saree Model-965
PROD-04220,Grocery_FMCG,Cooking Oil,Cooking Oil Model-253
PROD-04221,Grocery_FMCG,Beverages,Beverages Model-128
PROD-04222,Electronics,Power Bank,Power Bank Model-711
PROD-04223,Beauty_Health,Haircare,Haircare Model-377
PROD-04224,Footwear,Slipper,Slipper Model-779
PROD-04225,Grocery_FMCG,Rice,Rice Model-361
PROD-04226,Footwear,Sandal,Sandal Model-900
PROD-04227,Garments,Jeans,Jeans Model-569
PROD-04228,Home_Living,Decor,Decor Model-943
PROD-04229,Footwear,Sneaker,Sneaker Model-954
PROD-04230,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-574
PROD-04231,Electronics,Laptop,Laptop Model-502
PROD-04232,Electronics,Smart Watch,Smart Watch Model-547
PROD-04233,Electronics,Smart Watch,Smart Watch Model-590
PROD-04234,Beauty_Health,Skincare,Skincare Model-978
PROD-04235,Garments,Panjabi,Panjabi Model-848
PROD-04236,Garments,Saree,Saree Model-415
PROD-04237,Beauty_Health,Makeup,Makeup Model-365
PROD-04238,Beauty_Health,Supplements,Supplements Model-965
PROD-04239,Footwear,Formal Shoe,Formal Shoe Model-577
PROD-04240,Footwear,Slipper,Slipper Model-637
PROD-04241,Electronics,Power Bank,Power Bank Model-111
PROD-04242,Electronics,Home Appliance,Home Appliance Model-502
PROD-04243,Garments,Saree,Saree Model-381
PROD-04244,Grocery_FMCG,Beverages,Beverages Model-109
PROD-04245,Books_Stationery,Art Supplies,Art Supplies Model-470
PROD-04246,Books_Stationery,Story Book,Story Book Model-199
PROD-04247,Beauty_Health,Skincare,Skincare Model-913
PROD-04248,Electronics,Laptop,Laptop Model-205
PROD-04249,Electronics,Headphone,Headphone Model-916
PROD-04250,Grocery_FMCG,Snacks,Snacks Model-479
PROD-04251,Garments,Kurti,Kurti Model-165
PROD-04252,Books_Stationery,Office Supplies,Office Supplies Model-611
PROD-04253,Electronics,Smart Watch,Smart Watch Model-732
PROD-04254,Electronics,Feature Phone,Feature Phone Model-284
PROD-04255,Electronics,Smart Watch,Smart Watch Model-123
PROD-04256,Grocery_FMCG,Rice,Rice Model-785
PROD-04257,Beauty_Health,Supplements,Supplements Model-243
PROD-04258,Grocery_FMCG,Beverages,Beverages Model-724
PROD-04259,Books_Stationery,Art Supplies,Art Supplies Model-845
PROD-04260,Footwear,Sandal,Sandal Model-236
PROD-04261,Beauty_Health,Supplements,Supplements Model-437
PROD-04262,Beauty_Health,Supplements,Supplements Model-364
PROD-04263,Garments,Kurti,Kurti Model-419
PROD-04264,Footwear,Slipper,Slipper Model-713
PROD-04265,Beauty_Health,Skincare,Skincare Model-208
PROD-04266,Electronics,Smart Watch,Smart Watch Model-400
PROD-04267,Garments,T-Shirt,T-Shirt Model-803
PROD-04268,Electronics,Home Appliance,Home Appliance Model-178
PROD-04269,Garments,Jeans,Jeans Model-957
PROD-04270,Grocery_FMCG,Personal Care,Personal Care Model-632
PROD-04271,Footwear,Formal Shoe,Formal Shoe Model-779
PROD-04272,Electronics,Smart Watch,Smart Watch Model-750
PROD-04273,Electronics,Smart Watch,Smart Watch Model-931
PROD-04274,Garments,Jeans,Jeans Model-359
PROD-04275,Books_Stationery,Art Supplies,Art Supplies Model-640
PROD-04276,Beauty_Health,Haircare,Haircare Model-350
PROD-04277,Garments,Kurti,Kurti Model-162
PROD-04278,Electronics,Feature Phone,Feature Phone Model-794
PROD-04279,Garments,Saree,Saree Model-801
PROD-04280,Footwear,Sandal,Sandal Model-466
PROD-04281,Electronics,Home Appliance,Home Appliance Model-998
PROD-04282,Home_Living,Bedding,Bedding Model-105
PROD-04283,Home_Living,Decor,Decor Model-548
PROD-04284,Garments,Kids Wear,Kids Wear Model-352
PROD-04285,Books_Stationery,Art Supplies,Art Supplies Model-430
PROD-04286,Beauty_Health,Supplements,Supplements Model-678
PROD-04287,Beauty_Health,Skincare,Skincare Model-344
PROD-04288,Beauty_Health,Supplements,Supplements Model-688
PROD-04289,Garments,T-Shirt,T-Shirt Model-871
PROD-04290,Garments,Kurti,Kurti Model-241
PROD-04291,Home_Living,Kitchenware,Kitchenware Model-848
PROD-04292,Footwear,Sandal,Sandal Model-553
PROD-04293,Garments,Kids Wear,Kids Wear Model-354
PROD-04294,Grocery_FMCG,Personal Care,Personal Care Model-899
PROD-04295,Electronics,Smart Watch,Smart Watch Model-950
PROD-04296,Grocery_FMCG,Beverages,Beverages Model-750
PROD-04297,Home_Living,Bedding,Bedding Model-474
PROD-04298,Garments,T-Shirt,T-Shirt Model-446
PROD-04299,Home_Living,Decor,Decor Model-512
PROD-04300,Grocery_FMCG,Snacks,Snacks Model-482
PROD-04301,Footwear,Sneaker,Sneaker Model-901
PROD-04302,Grocery_FMCG,Snacks,Snacks Model-381
PROD-04303,Books_Stationery,Art Supplies,Art Supplies Model-469
PROD-04304,Home_Living,Kitchenware,Kitchenware Model-897
PROD-04305,Grocery_FMCG,Snacks,Snacks Model-727
PROD-04306,Electronics,Home Appliance,Home Appliance Model-245
PROD-04307,Footwear,Sneaker,Sneaker Model-886
PROD-04308,Footwear,Formal Shoe,Formal Shoe Model-242
PROD-04309,Electronics,Laptop,Laptop Model-499
PROD-04310,Footwear,Sandal,Sandal Model-281
PROD-04311,Electronics,Home Appliance,Home Appliance Model-855
PROD-04312,Books_Stationery,Notebook,Notebook Model-101
PROD-04313,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-599
PROD-04314,Footwear,Sandal,Sandal Model-780
PROD-04315,Garments,T-Shirt,T-Shirt Model-344
PROD-04316,Books_Stationery,Story Book,Story Book Model-479
PROD-04317,Garments,Jeans,Jeans Model-904
PROD-04318,Grocery_FMCG,Beverages,Beverages Model-449
PROD-04319,Garments,Saree,Saree Model-583
PROD-04320,Footwear,Sandal,Sandal Model-676
PROD-04321,Garments,Kids Wear,Kids Wear Model-777
PROD-04322,Garments,Kids Wear,Kids Wear Model-728
PROD-04323,Garments,Kids Wear,Kids Wear Model-454
PROD-04324,Grocery_FMCG,Personal Care,Personal Care Model-293
PROD-04325,Garments,Jeans,Jeans Model-632
PROD-04326,Grocery_FMCG,Cooking Oil,Cooking Oil Model-916
PROD-04327,Garments,T-Shirt,T-Shirt Model-621
PROD-04328,Electronics,Home Appliance,Home Appliance Model-592
PROD-04329,Electronics,Headphone,Headphone Model-157
PROD-04330,Footwear,Slipper,Slipper Model-848
PROD-04331,Home_Living,Bedding,Bedding Model-847
PROD-04332,Electronics,Home Appliance,Home Appliance Model-227
PROD-04333,Beauty_Health,Skincare,Skincare Model-813
PROD-04334,Grocery_FMCG,Beverages,Beverages Model-932
PROD-04335,Footwear,Sandal,Sandal Model-558
PROD-04336,Footwear,Formal Shoe,Formal Shoe Model-116
PROD-04337,Footwear,Sandal,Sandal Model-213
PROD-04338,Home_Living,Kitchenware,Kitchenware Model-138
PROD-04339,Beauty_Health,Makeup,Makeup Model-263
PROD-04340,Electronics,Smart Watch,Smart Watch Model-352
PROD-04341,Home_Living,Furniture,Furniture Model-502
PROD-04342,Footwear,Slipper,Slipper Model-325
PROD-04343,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-309
PROD-04344,Garments,Kids Wear,Kids Wear Model-289
PROD-04345,Grocery_FMCG,Rice,Rice Model-845
PROD-04346,Home_Living,Kitchenware,Kitchenware Model-604
PROD-04347,Grocery_FMCG,Snacks,Snacks Model-325
PROD-04348,Beauty_Health,Supplements,Supplements Model-263
PROD-04349,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-131
PROD-04350,Electronics,Smart Watch,Smart Watch Model-976
PROD-04351,Garments,Saree,Saree Model-561
PROD-04352,Electronics,Smartphone,Smartphone Model-248
PROD-04353,Garments,T-Shirt,T-Shirt Model-739
PROD-04354,Footwear,Sneaker,Sneaker Model-577
PROD-04355,Home_Living,Kitchenware,Kitchenware Model-341
PROD-04356,Footwear,Sneaker,Sneaker Model-523
PROD-04357,Grocery_FMCG,Rice,Rice Model-883
PROD-04358,Electronics,Power Bank,Power Bank Model-977
PROD-04359,Grocery_FMCG,Beverages,Beverages Model-232
PROD-04360,Grocery_FMCG,Beverages,Beverages Model-165
PROD-04361,Garments,T-Shirt,T-Shirt Model-289
PROD-04362,Home_Living,Decor,Decor Model-108
PROD-04363,Books_Stationery,Art Supplies,Art Supplies Model-206
PROD-04364,Garments,Panjabi,Panjabi Model-179
PROD-04365,Grocery_FMCG,Rice,Rice Model-185
PROD-04366,Grocery_FMCG,Rice,Rice Model-722
PROD-04367,Books_Stationery,Office Supplies,Office Supplies Model-660
PROD-04368,Grocery_FMCG,Personal Care,Personal Care Model-337
PROD-04369,Books_Stationery,Notebook,Notebook Model-925
PROD-04370,Beauty_Health,Haircare,Haircare Model-134
PROD-04371,Electronics,Feature Phone,Feature Phone Model-220
PROD-04372,Electronics,Headphone,Headphone Model-379
PROD-04373,Grocery_FMCG,Beverages,Beverages Model-274
PROD-04374,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-548
PROD-04375,Home_Living,Furniture,Furniture Model-865
PROD-04376,Grocery_FMCG,Rice,Rice Model-283
PROD-04377,Footwear,Formal Shoe,Formal Shoe Model-962
PROD-04378,Footwear,Slipper,Slipper Model-418
PROD-04379,Garments,Kurti,Kurti Model-198
PROD-04380,Grocery_FMCG,Personal Care,Personal Care Model-515
PROD-04381,Garments,Panjabi,Panjabi Model-744
PROD-04382,Garments,Panjabi,Panjabi Model-950
PROD-04383,Electronics,Feature Phone,Feature Phone Model-603
PROD-04384,Grocery_FMCG,Snacks,Snacks Model-225
PROD-04385,Electronics,Smartphone,Smartphone Model-897
PROD-04386,Electronics,Home Appliance,Home Appliance Model-225
PROD-04387,Electronics,Headphone,Headphone Model-992
PROD-04388,Garments,Jeans,Jeans Model-735
PROD-04389,Garments,Kids Wear,Kids Wear Model-637
PROD-04390,Grocery_FMCG,Rice,Rice Model-737
PROD-04391,Home_Living,Kitchenware,Kitchenware Model-122
PROD-04392,Books_Stationery,Story Book,Story Book Model-935
PROD-04393,Garments,T-Shirt,T-Shirt Model-741
PROD-04394,Beauty_Health,Skincare,Skincare Model-783
PROD-04395,Footwear,Sandal,Sandal Model-148
PROD-04396,Grocery_FMCG,Rice,Rice Model-834
PROD-04397,Footwear,Sneaker,Sneaker Model-297
PROD-04398,Garments,Jeans,Jeans Model-370
PROD-04399,Electronics,Headphone,Headphone Model-876
PROD-04400,Electronics,Smartphone,Smartphone Model-367
PROD-04401,Grocery_FMCG,Snacks,Snacks Model-366
PROD-04402,Home_Living,Furniture,Furniture Model-189
PROD-04403,Garments,Jeans,Jeans Model-738
PROD-04404,Beauty_Health,Supplements,Supplements Model-350
PROD-04405,Electronics,Home Appliance,Home Appliance Model-453
PROD-04406,Electronics,Smartphone,Smartphone Model-157
PROD-04407,Garments,T-Shirt,T-Shirt Model-954
PROD-04408,Home_Living,Decor,Decor Model-662
PROD-04409,Garments,T-Shirt,T-Shirt Model-567
PROD-04410,Garments,Saree,Saree Model-921
PROD-04411,Electronics,Headphone,Headphone Model-424
PROD-04412,Beauty_Health,Supplements,Supplements Model-197
PROD-04413,Garments,Kids Wear,Kids Wear Model-674
PROD-04414,Garments,Kids Wear,Kids Wear Model-132
PROD-04415,Electronics,Power Bank,Power Bank Model-708
PROD-04416,Electronics,Home Appliance,Home Appliance Model-380
PROD-04417,Garments,T-Shirt,T-Shirt Model-733
PROD-04418,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-437
PROD-04419,Electronics,Smart Watch,Smart Watch Model-604
PROD-04420,Electronics,Headphone,Headphone Model-984
PROD-04421,Footwear,Sandal,Sandal Model-292
PROD-04422,Garments,Panjabi,Panjabi Model-753
PROD-04423,Beauty_Health,Supplements,Supplements Model-923
PROD-04424,Grocery_FMCG,Beverages,Beverages Model-768
PROD-04425,Garments,T-Shirt,T-Shirt Model-318
PROD-04426,Garments,Kids Wear,Kids Wear Model-412
PROD-04427,Garments,Saree,Saree Model-968
PROD-04428,Books_Stationery,Art Supplies,Art Supplies Model-297
PROD-04429,Footwear,Formal Shoe,Formal Shoe Model-729
PROD-04430,Electronics,Headphone,Headphone Model-526
PROD-04431,Garments,Panjabi,Panjabi Model-327
PROD-04432,Garments,Saree,Saree Model-766
PROD-04433,Beauty_Health,Makeup,Makeup Model-348
PROD-04434,Footwear,Slipper,Slipper Model-801
PROD-04435,Garments,Kurti,Kurti Model-552
PROD-04436,Footwear,Formal Shoe,Formal Shoe Model-492
PROD-04437,Beauty_Health,Makeup,Makeup Model-566
PROD-04438,Footwear,Sandal,Sandal Model-191
PROD-04439,Home_Living,Decor,Decor Model-397
PROD-04440,Footwear,Formal Shoe,Formal Shoe Model-234
PROD-04441,Garments,Kurti,Kurti Model-848
PROD-04442,Electronics,Feature Phone,Feature Phone Model-820
PROD-04443,Garments,Saree,Saree Model-643
PROD-04444,Footwear,Sneaker,Sneaker Model-679
PROD-04445,Beauty_Health,Supplements,Supplements Model-242
PROD-04446,Electronics,Power Bank,Power Bank Model-571
PROD-04447,Garments,Kurti,Kurti Model-664
PROD-04448,Electronics,Power Bank,Power Bank Model-456
PROD-04449,Electronics,Smart Watch,Smart Watch Model-337
PROD-04450,Footwear,Slipper,Slipper Model-407
PROD-04451,Grocery_FMCG,Cooking Oil,Cooking Oil Model-526
PROD-04452,Beauty_Health,Makeup,Makeup Model-349
PROD-04453,Grocery_FMCG,Snacks,Snacks Model-303
PROD-04454,Grocery_FMCG,Beverages,Beverages Model-864
PROD-04455,Electronics,Smartphone,Smartphone Model-233
PROD-04456,Electronics,Smartphone,Smartphone Model-451
PROD-04457,Books_Stationery,Art Supplies,Art Supplies Model-776
PROD-04458,Electronics,Laptop,Laptop Model-950
PROD-04459,Electronics,Laptop,Laptop Model-570
PROD-04460,Grocery_FMCG,Personal Care,Personal Care Model-411
PROD-04461,Grocery_FMCG,Cooking Oil,Cooking Oil Model-816
PROD-04462,Footwear,Sneaker,Sneaker Model-267
PROD-04463,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-265
PROD-04464,Books_Stationery,Notebook,Notebook Model-864
PROD-04465,Electronics,Smartphone,Smartphone Model-775
PROD-04466,Grocery_FMCG,Snacks,Snacks Model-725
PROD-04467,Garments,T-Shirt,T-Shirt Model-552
PROD-04468,Footwear,Formal Shoe,Formal Shoe Model-549
PROD-04469,Footwear,Formal Shoe,Formal Shoe Model-281
PROD-04470,Garments,Panjabi,Panjabi Model-437
PROD-04471,Home_Living,Decor,Decor Model-945
PROD-04472,Electronics,Power Bank,Power Bank Model-729
PROD-04473,Grocery_FMCG,Personal Care,Personal Care Model-192
PROD-04474,Garments,Kurti,Kurti Model-288
PROD-04475,Books_Stationery,Office Supplies,Office Supplies Model-970
PROD-04476,Garments,Jeans,Jeans Model-941
PROD-04477,Garments,Kurti,Kurti Model-639
PROD-04478,Grocery_FMCG,Beverages,Beverages Model-625
PROD-04479,Grocery_FMCG,Cooking Oil,Cooking Oil Model-569
PROD-04480,Electronics,Smart Watch,Smart Watch Model-267
PROD-04481,Garments,Panjabi,Panjabi Model-534
PROD-04482,Beauty_Health,Makeup,Makeup Model-843
PROD-04483,Electronics,Power Bank,Power Bank Model-131
PROD-04484,Footwear,Slipper,Slipper Model-906
PROD-04485,Home_Living,Kitchenware,Kitchenware Model-529
PROD-04486,Electronics,Headphone,Headphone Model-340
PROD-04487,Electronics,Power Bank,Power Bank Model-661
PROD-04488,Garments,T-Shirt,T-Shirt Model-526
PROD-04489,Beauty_Health,Makeup,Makeup Model-673
PROD-04490,Electronics,Headphone,Headphone Model-265
PROD-04491,Garments,T-Shirt,T-Shirt Model-381
PROD-04492,Electronics,Power Bank,Power Bank Model-932
PROD-04493,Garments,Saree,Saree Model-785
PROD-04494,Electronics,Smart Watch,Smart Watch Model-644
PROD-04495,Footwear,Sandal,Sandal Model-217
PROD-04496,Beauty_Health,Skincare,Skincare Model-554
PROD-04497,Footwear,Sneaker,Sneaker Model-444
PROD-04498,Electronics,Power Bank,Power Bank Model-488
PROD-04499,Electronics,Smartphone,Smartphone Model-549
PROD-04500,Garments,T-Shirt,T-Shirt Model-814
PROD-04501,Electronics,Smartphone,Smartphone Model-512
PROD-04502,Footwear,Slipper,Slipper Model-592
PROD-04503,Footwear,Slipper,Slipper Model-929
PROD-04504,Grocery_FMCG,Beverages,Beverages Model-843
PROD-04505,Electronics,Home Appliance,Home Appliance Model-618
PROD-04506,Electronics,Power Bank,Power Bank Model-996
PROD-04507,Electronics,Headphone,Headphone Model-798
PROD-04508,Home_Living,Decor,Decor Model-455
PROD-04509,Electronics,Smartphone,Smartphone Model-468
PROD-04510,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-915
PROD-04511,Electronics,Power Bank,Power Bank Model-943
PROD-04512,Electronics,Smart Watch,Smart Watch Model-186
PROD-04513,Grocery_FMCG,Personal Care,Personal Care Model-666
PROD-04514,Footwear,Formal Shoe,Formal Shoe Model-663
PROD-04515,Grocery_FMCG,Personal Care,Personal Care Model-728
PROD-04516,Footwear,Sneaker,Sneaker Model-403
PROD-04517,Beauty_Health,Makeup,Makeup Model-306
PROD-04518,Grocery_FMCG,Beverages,Beverages Model-703
PROD-04519,Electronics,Home Appliance,Home Appliance Model-625
PROD-04520,Grocery_FMCG,Personal Care,Personal Care Model-915
PROD-04521,Grocery_FMCG,Snacks,Snacks Model-156
PROD-04522,Electronics,Smart Watch,Smart Watch Model-143
PROD-04523,Electronics,Laptop,Laptop Model-435
PROD-04524,Electronics,Laptop,Laptop Model-253
PROD-04525,Garments,T-Shirt,T-Shirt Model-711
PROD-04526,Electronics,Headphone,Headphone Model-589
PROD-04527,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-284
PROD-04528,Electronics,Home Appliance,Home Appliance Model-785
PROD-04529,Garments,Kids Wear,Kids Wear Model-935
PROD-04530,Footwear,Sandal,Sandal Model-532
PROD-04531,Footwear,Formal Shoe,Formal Shoe Model-658
PROD-04532,Home_Living,Bedding,Bedding Model-108
PROD-04533,Footwear,Slipper,Slipper Model-733
PROD-04534,Home_Living,Kitchenware,Kitchenware Model-474
PROD-04535,Home_Living,Bedding,Bedding Model-835
PROD-04536,Electronics,Laptop,Laptop Model-841
PROD-04537,Grocery_FMCG,Snacks,Snacks Model-949
PROD-04538,Electronics,Laptop,Laptop Model-941
PROD-04539,Home_Living,Kitchenware,Kitchenware Model-236
PROD-04540,Electronics,Smart Watch,Smart Watch Model-704
PROD-04541,Grocery_FMCG,Cooking Oil,Cooking Oil Model-839
PROD-04542,Footwear,Sandal,Sandal Model-425
PROD-04543,Garments,Jeans,Jeans Model-438
PROD-04544,Grocery_FMCG,Beverages,Beverages Model-371
PROD-04545,Garments,Kurti,Kurti Model-330
PROD-04546,Beauty_Health,Makeup,Makeup Model-681
PROD-04547,Garments,Jeans,Jeans Model-113
PROD-04548,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-407
PROD-04549,Home_Living,Furniture,Furniture Model-730
PROD-04550,Home_Living,Kitchenware,Kitchenware Model-715
PROD-04551,Footwear,Sneaker,Sneaker Model-849
PROD-04552,Footwear,Sandal,Sandal Model-464
